"study.doi","year.of.publication","group","species","continent","driver","driver.type","stage.age","vital.rates","sens","gen.time","n.vr","n.pam","dens","biotic_interactions","mat","lambda.sim","study.length"
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.08629121070844,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.060503765504396,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0532996653848023,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0492650032120463,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0323427009195725,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0409733082238307,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0900350457932542,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0926535119733277,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0342951501877112,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0674250540924392,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.111987247597991,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0644461072701921,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0479502663633911,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.226814457035503,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0464115499216777,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0735902776735561,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0700363140072447,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0386136135834137,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.199218472151006,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.157629677277596,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0646373379452577,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.156788854971956,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0363810158746087,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.233834929147292,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.051564043823951,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0283705559316771,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0420844843310372,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0859803079866717,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.371077224690282,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.505873452876741,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0825881609314075,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.126212019077752,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0569503598402486,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0311898881607046,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0583098650898313,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0979794356836847,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0412917033035038,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0555330084941962,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.095552450430799,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.029845566341218,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0270972004948954,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0508247227448631,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.03827062804679,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.019705476264598,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0368633051928622,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0690114063419021,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.038791366446763,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.215670708994639,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.144947678691532,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0785823827581157,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0684832230927818,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0938880201565249,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0205508557294758,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0718141856958024,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0247202714069897,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0184967196708992,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.13551279294193,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0572555500462766,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0438412198321502,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0909202733810485,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0931271360507778,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.171426438920712,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.028484253555209,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0483238282431838,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.138241060721896,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.257927386978776,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.102900038962457,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0915560641998729,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0658070225526713,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0391186897637896,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0890743146763084,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0689644706574749,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.259928352558604,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0705835326347041,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0460030727452558,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0130244429238488,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.165272586730172,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0426498684515784,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0508123571822334,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0568903616206111,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0212668481966134,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0133914018126838,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","non-reproductive","survival",0.0616000765383802,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.033959514539161,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0409785995267694,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.175167815943955,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0158026189002148,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0747149056430935,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0548528182923487,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0352163640235632,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0736118202707894,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.043659468975286,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0464321068285401,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0864674694928464,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.10897542990702,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.14649527583987,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0768097997542486,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.101420897575183,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0326619955150408,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.074102199104526,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.058194144411317,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0719256543917233,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0238412213713765,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0792919319639332,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.036962853176061,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0406776990536284,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0767278441110982,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.121140150123623,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.162405973347782,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0575950920386527,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0547852703550377,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0422017283392111,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0794943721791863,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0963931442803448,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0399554206406427,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.109873908727285,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0212091413084035,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0143289636839858,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0463057374340435,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0743099523645284,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0497141306935024,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0410666923573369,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0107096965729374,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.150725112394955,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0383751986172766,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.29498602360619,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.222080477699337,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0224802865702095,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0498445769416296,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0263889999713224,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0444286734138613,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.218204011185637,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0445400728051097,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0420986127424389,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0566913607422802,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0829168409308835,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0782164950204627,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.102001430119887,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0939877054298426,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.134029631210239,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.029937875623588,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.037094458631534,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0572930143119296,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0293675800087475,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0694498475768601,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0755609433058774,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0392970647007971,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0322892166373026,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0518934376212408,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0657195382081756,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0413382587315945,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.31866351636764,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0433807426111693,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.570256382245301,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0349417532986744,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.210698299328686,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0581242592318071,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.244683702134161,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.196820721039451,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.345980317369802,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0629868434075453,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.194087665912419,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.149535542487468,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0398625558021172,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0507991078327454,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0319353648594086,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0487789439832182,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0354184727720584,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.129591946288604,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0370207215773743,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0646288125540835,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.189181953805771,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0624040064508806,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0774458746116655,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0563167990230333,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0449902497442632,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0509817509255773,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0590936363951255,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.163557611336855,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0578972304703455,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0428205924041565,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.202584808473293,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","density","D","reproductive","survival",0.0573002021047591,2,5,156,1,0,2,1,11
"Conquet et al. in prep",2024,"Plants","Drosophyllum lusitanicum","Europe","rain","C","reproductive","flowering",0.015131070972434,2,5,156,1,0,2,1,11
